231170.0,193222.0,13562.0,23678.0,91938.0,0.39770731496301426,0.044944,16,8,0,4,0,0,128,50,1,9.518880128860474,19.667587518692017
90106.0,66366.0,7802.0,15230.0,30114.0,0.3342063791534415,0.014352,16,6,3,0,0,0,64,50,1,2.1684012413024902,15.936532020568848
90106.0,66366.0,7802.0,15230.0,30114.0,0.3342063791534415,0.014352,16,6,3,0,0,0,64,50,5,4.628020524978638,11.881299257278442
90106.0,66366.0,7802.0,15230.0,30114.0,0.3342063791534415,0.014352,16,6,3,0,0,0,64,50,10,8.211520195007324,11.387523889541626
90106.0,66366.0,7802.0,15230.0,30114.0,0.3342063791534415,0.014352,16,6,3,0,0,0,64,50,16,13.865649700164795,11.525455474853516
90106.0,66366.0,7802.0,15230.0,30114.0,0.3342063791534415,0.014352,16,6,3,0,0,0,64,50,20,22.34263014793396,11.381146430969238
90106.0,66366.0,7802.0,15230.0,30114.0,0.3342063791534415,0.014352,16,6,3,0,0,0,64,50,25,19.621206760406494,11.131853818893433
137342.0,110530.0,8954.0,17150.0,51874.0,0.3776994655677069,0.025168,16,6,2,1,0,0,64,50,1,2.1078364849090576,15.91916537284851
137342.0,110530.0,8954.0,17150.0,51874.0,0.3776994655677069,0.025168,16,6,2,1,0,0,64,50,5,4.47812819480896,11.401843786239624
137342.0,110530.0,8954.0,17150.0,51874.0,0.3776994655677069,0.025168,16,6,2,1,0,0,64,50,10,7.346907615661621,11.053452491760254
137342.0,110530.0,8954.0,17150.0,51874.0,0.3776994655677069,0.025168,16,6,2,1,0,0,64,50,16,12.909693241119385,11.231441020965576
137342.0,110530.0,8954.0,17150.0,51874.0,0.3776994655677069,0.025168,16,6,2,1,0,0,64,50,20,20.548604249954224,11.297122240066528
137342.0,110530.0,8954.0,17150.0,51874.0,0.3776994655677069,0.025168,16,6,2,1,0,0,64,50,25,18.668161630630493,11.153737306594849
231550.0,198850.0,11258.0,20734.0,95394.0,0.4119801338803714,0.0468,16,6,2,0,1,0,64,50,1,1.9826304912567139,15.961108207702637
231550.0,198850.0,11258.0,20734.0,95394.0,0.4119801338803714,0.0468,16,6,2,0,1,0,64,50,5,4.139938592910767,11.534580707550049
231550.0,198850.0,11258.0,20734.0,95394.0,0.4119801338803714,0.0468,16,6,2,0,1,0,64,50,10,7.32743763923645,11.184053659439087
231550.0,198850.0,11258.0,20734.0,95394.0,0.4119801338803714,0.0468,16,6,2,0,1,0,64,50,16,12.719107627868652,11.422556400299072
231550.0,198850.0,11258.0,20734.0,95394.0,0.4119801338803714,0.0468,16,6,2,0,1,0,64,50,20,20.668886184692383,11.392967462539673
231550.0,198850.0,11258.0,20734.0,95394.0,0.4119801338803714,0.0468,16,6,2,0,1,0,64,50,25,18.779305934906006,11.319790601730347
419966.0,375490.0,15866.0,27902.0,182434.0,0.4344018325293,0.090064,16,6,2,0,0,1,64,50,1,1.932361364364624,15.902330875396729
419966.0,375490.0,15866.0,27902.0,182434.0,0.4344018325293,0.090064,16,6,2,0,0,1,64,50,5,4.1644287109375,11.840959310531616
419966.0,375490.0,15866.0,27902.0,182434.0,0.4344018325293,0.090064,16,6,2,0,0,1,64,50,10,7.563665866851807,11.529997825622559
419966.0,375490.0,15866.0,27902.0,182434.0,0.4344018325293,0.090064,16,6,2,0,0,1,64,50,16,12.453712940216064,11.770132780075073
419966.0,375490.0,15866.0,27902.0,182434.0,0.4344018325293,0.090064,16,6,2,0,0,1,64,50,20,20.76816701889038,11.634669065475464
419966.0,375490.0,15866.0,27902.0,182434.0,0.4344018325293,0.090064,16,6,2,0,0,1,64,50,25,18.66506814956665,11.410141944885254
165886.0,136258.0,10106.0,18814.0,64418.0,0.3883269233087783,0.031376,16,6,1,2,0,0,64,50,1,1.9700572490692139,15.485466718673706
165886.0,136258.0,10106.0,18814.0,64418.0,0.3883269233087783,0.031376,16,6,1,2,0,0,64,50,5,4.186614274978638,11.393031597137451
165886.0,136258.0,10106.0,18814.0,64418.0,0.3883269233087783,0.031376,16,6,1,2,0,0,64,50,10,7.138923645019531,11.110371828079224
165886.0,136258.0,10106.0,18814.0,64418.0,0.3883269233087783,0.031376,16,6,1,2,0,0,64,50,16,13.077082395553589,11.324655532836914
