231170.0,193222.0,13562.0,23678.0,91938.0,0.39770731496301426,0.044944,16,8,128,50,1,3.2635562419891357,19.43045926094055
52218.0,32766.0,6074.0,12670.0,13794.0,0.2641617832931173,0.006288,16,6,64,50,1,1.9207942485809326,16.07903742790222
52218.0,32766.0,6074.0,12670.0,13794.0,0.2641617832931173,0.006288,16,6,64,50,5,4.14405632019043,11.536754369735718
52218.0,32766.0,6074.0,12670.0,13794.0,0.2641617832931173,0.006288,16,6,64,50,10,7.319818735122681,11.157389163970947
52218.0,32766.0,6074.0,12670.0,13794.0,0.2641617832931173,0.006288,16,6,64,50,16,13.20697808265686,11.63228178024292
52218.0,32766.0,6074.0,12670.0,13794.0,0.2641617832931173,0.006288,16,6,64,50,20,20.18575930595398,11.357279300689697
52218.0,32766.0,6074.0,12670.0,13794.0,0.2641617832931173,0.006288,16,6,64,50,25,18.03748869895935,11.301962852478027
144842.0,100238.0,12442.0,30750.0,43010.0,0.2969442565001864,0.020128,32,6,64,50,1,1.978060007095337,16.638736486434937
144842.0,100238.0,12442.0,30750.0,43010.0,0.2969442565001864,0.020128,32,6,64,50,5,3.958545207977295,12.41364574432373
144842.0,100238.0,12442.0,30750.0,43010.0,0.2969442565001864,0.020128,32,6,64,50,10,6.743290662765503,11.796603679656982
144842.0,100238.0,12442.0,30750.0,43010.0,0.2969442565001864,0.020128,32,6,64,50,16,11.914350748062134,11.817009687423706
144842.0,100238.0,12442.0,30750.0,43010.0,0.2969442565001864,0.020128,32,6,64,50,20,18.648519277572632,11.682315587997437
144842.0,100238.0,12442.0,30750.0,43010.0,0.2969442565001864,0.020128,32,6,64,50,25,16.78291368484497,11.776493787765503
483690.0,358062.0,31322.0,91486.0,155202.0,0.3208708056813248,0.07392,64,6,64,50,1,2.025871992111206,16.491100788116455
483690.0,358062.0,31322.0,91486.0,155202.0,0.3208708056813248,0.07392,64,6,64,50,5,4.201173782348633,12.20039963722229
483690.0,358062.0,31322.0,91486.0,155202.0,0.3208708056813248,0.07392,64,6,64,50,10,6.487553119659424,11.630359411239624
